practisTrials.thisRepN,practisTrials.thisTrialN,practisTrials.thisN,practisTrials.thisIndex,word,colour,congruent,corrAns,instrTxt1.started,instrTxt1.stopped,imgStart1.started,imgStart1.stopped,resBegin1.x,resBegin1.y,resBegin1.leftButton,resBegin1.midButton,resBegin1.rightButton,resBegin1.time,resBegin1.clicked_name,resBegin1.started,resBegin1.stopped,targetTxt.started,targetTxt.stopped,imgRed.started,imgRed.stopped,imgBlue.started,imgBlue.stopped,imgGreen.started,imgGreen.stopped,imgYellow.started,imgYellow.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,نام,نام خانوادگی,کلاس,سن,چندمین بار است که در این تست شرکت می کنید,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.18588859999727,None,14.18588859999727,None,-0.05,-0.25462962962962965,1,0,0,0.6780804000009084,imgStart,0.009354700006952044,None,,,,,,,,,,,,,,,,,,,,f,ff,f,f,001,2021_Jan_12_1433,stroopExperiment,2020.2.10,59.999304007139415,
,,,,,,,,,,,,,,,,,,,,,14.903646200000367,None,14.903646200000367,None,14.903646200000367,None,14.903646200000367,None,14.903646200000367,None,-0.032407407407407406,-0.16296296296296298,1,0,0,1.2118126999994274,imgRed,0.011595700001635123,None,,,,,,,,,,
