word,colour,congruent,corrAns,practisTrials.thisRepN,practisTrials.thisTrialN,practisTrials.thisN,practisTrials.thisIndex,instrTxt1.started,instrTxt1.stopped,imgStart1.started,imgStart1.stopped,resBegin1.x,resBegin1.y,resBegin1.leftButton,resBegin1.midButton,resBegin1.rightButton,resBegin1.time,resBegin1.clicked_name,resBegin1.started,resBegin1.stopped,targetTxt.started,targetTxt.stopped,imgRed.started,imgRed.stopped,imgBlue.started,imgBlue.stopped,imgGreen.started,imgGreen.stopped,imgYellow.started,imgYellow.stopped,mouse.started,mouse.stopped,feedbackTxt.started,feedbackTxt.stopped,نام,نام خانوادگی,کلاس,سن,چندمین بار است که در این تست شرکت می کنید,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.65042829999993,None,14.65042829999993,None,-0.017592592592592594,-0.3416666666666667,1,0,0,1.7989810000003672,imgStart,0.014942290000817593,None,,,,,,,,,,,,,,,ی,ی,ی,ی,001,2021_Jan_12_1620,آزمون استروپ استاندارد,2020.2.10,59.75539725687622,
آبی,red,0,imgRed,0,0,0,2,,,,,,,,,,,,,,16.483494900000096,None,16.483494900000096,None,16.483494900000096,None,16.483494900000096,None,16.483494900000096,None,0.0073323200003869715,None,18.433704399999897,None,ی,ی,ی,ی,001,2021_Jan_12_1620,آزمون استروپ استاندارد,2020.2.10,59.75539725687622,
,,,,,,,,,,,,,,,,,,,,,19.449648400000115,None,19.449648400000115,None,19.449648400000115,None,19.449648400000115,None,19.449648400000115,None,0.01458725999964372,None,,,,,,,,,,,,
