word,colour,congruent,corrAns,practisTrials.thisRepN,practisTrials.thisTrialN,practisTrials.thisN,practisTrials.thisIndex,instrTxt1.started,instrTxt1.stopped,imgStart1.started,imgStart1.stopped,resBegin1.x,resBegin1.y,resBegin1.leftButton,resBegin1.midButton,resBegin1.rightButton,resBegin1.time,resBegin1.clicked_name,resBegin1.started,resBegin1.stopped,targetTxt.started,targetTxt.stopped,imgRed.started,imgRed.stopped,imgBlue.started,imgBlue.stopped,imgGreen.started,imgGreen.stopped,imgYellow.started,imgYellow.stopped,mouse.started,mouse.stopped,feedbackTxt.started,feedbackTxt.stopped,نام,نام خانوادگی,کلاس,سن,چندمین بار است که در این تست شرکت می کنید,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.021262400000069,None,15.021262400000069,None,-0.005555555555555556,-0.2740740740740741,1,0,0,0.9419392999998308,imgStart,0.009134840000569966,None,,,,,,,,,,,,,,,q,q,q,q,001,2021_Jan_12_1645,آزمون استروپ استاندارد,2020.2.10,59.75311209144128,
قرمز,red,1,imgRed,0,0,0,0,,,,,,,,,,,,,,30.768768400000226,None,30.768768400000226,None,30.768768400000226,None,30.768768400000226,None,30.768768400000226,None,0.00934289999986504,None,32.7016550000003,None,q,q,q,q,001,2021_Jan_12_1645,آزمون استروپ استاندارد,2020.2.10,59.75311209144128,
