word,colour,congruent,corrAns,practisTrials.thisRepN,practisTrials.thisTrialN,practisTrials.thisN,practisTrials.thisIndex,instrTxt1.started,instrTxt1.stopped,imgStart1.started,imgStart1.stopped,resBegin1.x,resBegin1.y,resBegin1.leftButton,resBegin1.midButton,resBegin1.rightButton,resBegin1.time,resBegin1.clicked_name,resBegin1.started,resBegin1.stopped,targetTxt.started,targetTxt.stopped,imgRed.started,imgRed.stopped,imgBlue.started,imgBlue.stopped,imgGreen.started,imgGreen.stopped,imgYellow.started,imgYellow.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,feedbackTxt.started,feedbackTxt.stopped,نام,نام خانوادگی,کلاس,سن,چندمین بار است که در این تست شرکت می کنید,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.312849299999925,None,17.312849299999925,None,0.000925925925925926,-0.013888888888888888,1,0,0,1.608223299999736,imgStart,0.005384860000958724,None,,,,,,,,,,,,,,,,,,,,,wW,w,w,w,001,2021_Jan_12_1630,آزمون استروپ استاندارد,2020.2.10,59.79563049417385,
سبز,green,1,imgGreen,0,0,0,4,,,,,,,,,,,,,,18.96251059999986,None,18.96251059999986,None,18.96251059999986,None,18.96251059999986,None,18.96251059999986,None,-0.000925925925925926,-0.023148148148148147,1,0,0,1.1899930999998105,0.00469026000064332,None,20.912201599999662,None,wW,w,w,w,001,2021_Jan_12_1630,آزمون استروپ استاندارد,2020.2.10,59.79563049417385,
