practisTrials.thisRepN,practisTrials.thisTrialN,practisTrials.thisN,practisTrials.thisIndex,word,colour,congruent,corrAns,instrTxt1.started,instrTxt1.stopped,imgStart1.started,imgStart1.stopped,resBegin1.x,resBegin1.y,resBegin1.leftButton,resBegin1.midButton,resBegin1.rightButton,resBegin1.time,resBegin1.clicked_name,resBegin1.started,resBegin1.stopped,targetTxt.started,targetTxt.stopped,imgRed.started,imgRed.stopped,imgBlue.started,imgBlue.stopped,imgGreen.started,imgGreen.stopped,imgYellow.started,imgYellow.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,نام,نام خانوادگی,کلاس,سن,چندمین بار است که در این تست شرکت می کنید,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.31158940000023,None,14.31158940000023,None,-0.03888888888888889,-0.2814814814814815,1,0,0,0.6928384999991977,imgStart,0.004313479992561042,None,,,,,,,,,,,,,,,,,,,,b,b,b,b,001,2021_Jan_12_1439,stroopExperiment,2020.2.10,60.015219859494145,
,,,,,,,,,,,,,,,,,,,,,15.044945400004508,None,15.044945400004508,None,15.044945400004508,None,15.044945400004508,None,15.044945400004508,None,0.05648148148148148,-0.15555555555555556,1,0,0,1.1553303999971831,imgYellow,0.00394528000470018,None,,,,,,,,,,
