word,colour,congruent,corrAns,practisTrials.thisRepN,practisTrials.thisTrialN,practisTrials.thisN,practisTrials.thisIndex,instrTxt1.started,instrTxt1.stopped,imgStart1.started,imgStart1.stopped,resBegin1.x,resBegin1.y,resBegin1.leftButton,resBegin1.midButton,resBegin1.rightButton,resBegin1.time,resBegin1.clicked_name,resBegin1.started,resBegin1.stopped,targetTxt.started,targetTxt.stopped,imgRed.started,imgRed.stopped,imgBlue.started,imgBlue.stopped,imgGreen.started,imgGreen.stopped,imgYellow.started,imgYellow.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,feedbackTxt.started,feedbackTxt.stopped,نام,نام خانوادگی,کلاس,سن,چندمین بار است که در این تست شرکت می کنید,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.202308600004471,None,14.202308600004471,None,-0.017592592592592594,-0.2611111111111111,1,0,0,0.9098991999999271,imgStart,0.008370940005988814,None,,,,,,,,,,,,,,,,,,,,,,l,l,l,l,001,2021_Jan_12_1416,stroopExperiment,2020.2.10,59.89957237755809,
زرد,yellow,1,imgYellow,0,0,0,7,,,,,,,,,,,,,,15.152135399999679,None,15.152135399999679,None,15.152135399999679,None,15.152135399999679,None,15.152135399999679,None,0.06574074074074074,-0.1574074074074074,1,0,0,1.074333900003694,imgYellow,0.005474639998283237,None,16.252144099998986,None,l,l,l,l,001,2021_Jan_12_1416,stroopExperiment,2020.2.10,59.89957237755809,
قرمز,blue,0,imgBlue,0,1,1,1,,,,,,,,,,,,,,17.2858922000014,None,17.2858922000014,None,17.2858922000014,None,17.2858922000014,None,17.2858922000014,None,0.06666666666666667,-0.15648148148148147,1,0,0,0.5897035000016331,imgYellow,0.006069119997846428,None,17.88590960000147,None,l,l,l,l,001,2021_Jan_12_1416,stroopExperiment,2020.2.10,59.89957237755809,
آبی,red,0,imgRed,0,2,2,2,,,,,,,,,,,,,,18.91840239999874,None,18.91840239999874,None,18.91840239999874,None,18.91840239999874,None,18.91840239999874,None,0.06666666666666667,-0.15648148148148147,1,0,0,0.34383140000136336,imgYellow,0.008991319991764612,None,19.268772100003844,None,l,l,l,l,001,2021_Jan_12_1416,stroopExperiment,2020.2.10,59.89957237755809,
سبز,green,1,imgGreen,0,3,3,4,,,,,,,,,,,,,,20.301586400004453,None,20.301586400004453,None,20.301586400004453,None,20.301586400004453,None,20.301586400004453,None,0.06666666666666667,-0.15648148148148147,1,0,0,0.34436080000159563,imgYellow,0.009135419997619465,None,20.651244699998642,None,l,l,l,l,001,2021_Jan_12_1416,stroopExperiment,2020.2.10,59.89957237755809,
آبی,blue,1,imgBlue,0,4,4,3,,,,,,,,,,,,,,21.68500060000224,None,21.68500060000224,None,21.68500060000224,None,21.68500060000224,None,21.68500060000224,None,0.06666666666666667,-0.15648148148148147,1,0,0,0.32478940000146395,imgYellow,0.006474719994002953,None,22.017783600000257,None,l,l,l,l,001,2021_Jan_12_1416,stroopExperiment,2020.2.10,59.89957237755809,
قرمز,red,1,imgRed,0,5,5,0,,,,,,,,,,,,,,23.05186980000144,None,23.05186980000144,None,23.05186980000144,None,23.05186980000144,None,23.05186980000144,None,0.06666666666666667,-0.15648148148148147,1,0,0,0.3304738000006182,imgYellow,0.011778319996665232,None,23.38476620000438,None,l,l,l,l,001,2021_Jan_12_1416,stroopExperiment,2020.2.10,59.89957237755809,
زرد,green,0,imgGreen,0,6,6,6,,,,,,,,,,,,,,24.40064550000534,None,24.40064550000534,None,24.40064550000534,None,24.40064550000534,None,24.40064550000534,None,0.06666666666666667,-0.15648148148148147,1,0,0,0.330390900002385,imgYellow,0.01269571999728214,None,24.751212499999383,None,l,l,l,l,001,2021_Jan_12_1416,stroopExperiment,2020.2.10,59.89957237755809,
سبز,yellow,0,imgYellow,0,7,7,5,,,,,,,,,,,,,,25.76707940000051,None,25.76707940000051,None,25.76707940000051,None,25.76707940000051,None,25.76707940000051,None,0.06666666666666667,-0.15648148148148147,1,0,0,0.33172319999721367,imgYellow,0.013127519996487536,None,26.117918299998564,None,l,l,l,l,001,2021_Jan_12_1416,stroopExperiment,2020.2.10,59.89957237755809,
