word,colour,congruent,corrAns,practisTrials.thisRepN,practisTrials.thisTrialN,practisTrials.thisN,practisTrials.thisIndex,instrTxt1.started,instrTxt1.stopped,imgStart1.started,imgStart1.stopped,resBegin1.x,resBegin1.y,resBegin1.leftButton,resBegin1.midButton,resBegin1.rightButton,resBegin1.time,resBegin1.clicked_name,resBegin1.started,resBegin1.stopped,targetTxt.started,targetTxt.stopped,imgRed.started,imgRed.stopped,imgBlue.started,imgBlue.stopped,imgGreen.started,imgGreen.stopped,imgYellow.started,imgYellow.stopped,mouse.started,mouse.stopped,feedbackTxt.started,feedbackTxt.stopped,نام,نام خانوادگی,کلاس,سن,چندمین بار است که در این تست شرکت می کنید,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.748900699999922,None,12.748900699999922,None,0.010185185185185186,-0.2712962962962963,1,0,0,1.030163100000209,imgStart,0.013909760000387905,None,,,,,,,,,,,,,,,q,q,q,q,001,2021_Jan_12_1632,آزمون استروپ استاندارد,2020.2.10,59.99415656912536,
زرد,green,0,imgGreen,0,0,0,6,,,,,,,,,,,,,,19.731097200000022,None,19.731097200000022,None,19.731097200000022,None,19.731097200000022,None,19.731097200000022,None,0.007314420000056998,None,21.68077459999995,None,q,q,q,q,001,2021_Jan_12_1632,آزمون استروپ استاندارد,2020.2.10,59.99415656912536,
,,,,,,,,,,,,,,,,,,,,,22.713810600000215,None,22.713810600000215,None,22.713810600000215,None,22.713810600000215,None,22.713810600000215,None,0.0023675599995840457,None,,,,,,,,,,,,
